county,survey_date,avg_rain_3m,survey_round,raw_date,gam_percent,emergency_or_not_emergency,year,month,start_window,end_window,events_3m,fatalities_3m,displaced_3m,price_3m,wasting_binary
Mundri East,2025-07-01,NA,r31,Jul-25,13.2,No,2025,Jul,2025-04-01,2025-07-01,30,28,46986,NA,0
Mundri West,2025-07-01,NA,r31,Jul-25,10.9,No,2025,Jul,2025-04-01,2025-07-01,10,1,12837,NA,0
Mvolo,2025-07-01,NA,r31,Jul-25,16.4,Yes,2025,Jul,2025-04-01,2025-07-01,3,2,8134,NA,1
Nagero,2025-07-01,NA,r31,Jul-25,9.9,No,2025,Jul,2025-04-01,2025-07-01,13,34,50430,NA,0
Nyirol,2025-07-01,NA,r31,Jul-25,58.2,Yes,2025,Jul,2025-04-01,2025-07-01,23,26,71623,NA,1
Nzara,2025-07-01,NA,r31,Jul-25,3.4,No,2025,Jul,2025-04-01,2025-07-01,6,11,57959,NA,0
Panyijiar,2025-07-01,NA,r31,Jul-25,26.6,Yes,2025,Jul,2025-04-01,2025-07-01,16,29,34462,NA,1
Panyikang,2025-07-01,NA,r31,Jul-25,9.2,No,2025,Jul,2025-04-01,2025-07-01,49,4,81429,NA,0
Pariang,2025-07-01,NA,r31,Jul-25,16.3,Yes,2025,Jul,2025-04-01,2025-07-01,8,19,46604,43647.16218971566,1
Pibor,2025-07-01,NA,r31,Jul-25,19.4,Yes,2025,Jul,2025-04-01,2025-07-01,59,59,97608,32564.708375886643,1
Pochalla,2025-07-01,NA,r31,Jul-25,4.2,No,2025,Jul,2025-04-01,2025-07-01,14,3,9196,NA,0
Raja,2025-07-01,NA,r31,Jul-25,5.7,No,2025,Jul,2025-04-01,2025-07-01,0,0,0,NA,0
Renk,2025-07-01,NA,r31,Jul-25,22.4,Yes,2025,Jul,2025-04-01,2025-07-01,21,37,111334,29486.47876773216,1
Rubkona,2025-07-01,NA,r31,Jul-25,25,Yes,2025,Jul,2025-04-01,2025-07-01,16,6,26458,37611.28216207256,1
Rumbek Centre,2025-07-01,NA,r31,Jul-25,9.8,No,2025,Jul,2025-04-01,2025-07-01,31,40,75066,30451.547497281248,0
Rumbek East,2025-07-01,NA,r31,Jul-25,10.3,No,2025,Jul,2025-04-01,2025-07-01,10,22,26203,NA,0
Rumbek North,2025-07-01,NA,r31,Jul-25,7,No,2025,Jul,2025-04-01,2025-07-01,10,22,15684,NA,0
Tambura,2025-07-01,NA,r31,Jul-25,4.1,No,2025,Jul,2025-04-01,2025-07-01,63,60,334637,NA,0
Terekeka,2025-07-01,NA,r31,Jul-25,10.7,No,2025,Jul,2025-04-01,2025-07-01,31,82,41099,NA,0
Tonj East,2025-07-01,NA,r31,Jul-25,14.2,No,2025,Jul,2025-04-01,2025-07-01,87,372,56941,NA,0
Tonj North,2025-07-01,NA,r31,Jul-25,8.8,No,2025,Jul,2025-04-01,2025-07-01,121,264,119724,NA,0
Tonj South,2025-07-01,NA,r31,Jul-25,16.8,Yes,2025,Jul,2025-04-01,2025-07-01,67,123,105175,29234.69186956529,1
Torit,2025-07-01,NA,r31,Jul-25,8,No,2025,Jul,2025-04-01,2025-07-01,37,20,575101,36779.46542352087,0
Twic,2025-07-01,NA,r31,Jul-25,23.4,Yes,2025,Jul,2025-04-01,2025-07-01,32,61,122420,38780.4200360999,1
Twic East,2025-07-01,NA,r31,Jul-25,10.3,No,2025,Jul,2025-04-01,2025-07-01,23,64,145428,NA,0
Ulang,2025-07-01,NA,r31,Jul-25,34,Yes,2025,Jul,2025-04-01,2025-07-01,83,190,576388,NA,1
Uror,2025-07-01,NA,r31,Jul-25,52.7,Yes,2025,Jul,2025-04-01,2025-07-01,56,116,167065,NA,1
Wau,2025-07-01,NA,r31,Jul-25,13.4,No,2025,Jul,2025-04-01,2025-07-01,12,10,72419,18487.532977778206,0
Wulu,2025-07-01,NA,r31,Jul-25,9.4,No,2025,Jul,2025-04-01,2025-07-01,5,1,5810,NA,0
Yambio,2025-07-01,NA,r31,Jul-25,4,No,2025,Jul,2025-04-01,2025-07-01,71,53,256412,33834.60146833145,0
Yei,2025-07-01,NA,r31,Jul-25,7.6,No,2025,Jul,2025-04-01,2025-07-01,56,9,167552,NA,0
Yirol East,2025-07-01,NA,r31,Jul-25,12.6,No,2025,Jul,2025-04-01,2025-07-01,34,71,48296,NA,0
Yirol West,2025-07-01,NA,r31,Jul-25,8.5,No,2025,Jul,2025-04-01,2025-07-01,3,1,7408,NA,0
